;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 14/05/2025 17:17:56
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x0000	0xFFFC2001  	537001980
;cstdio.c, 579 :: 		stream( 'E' );
0x2286	0x2045    MOVS	R0, #69
0x2288	0x9C0A    LDR	R4, [SP, #40]
0x228A	0x47A0    BLX	R4
0x228C	0xE002    B	L_vfprintf_me139
L_vfprintf_me138:
;cstdio.c, 581 :: 		stream( 'e' );
0x228E	0x2065    MOVS	R0, #101
0x2290	0x9C0A    LDR	R4, [SP, #40]
0x2292	0x47A0    BLX	R4
L_vfprintf_me139:
;cstdio.c, 583 :: 		if ( exp < 0 ) {
0x2294	0xF9BD3018  LDRSH	R3, [SP, #24]
0x2298	0x2B00    CMP	R3, #0
0x229A	0xDA08    BGE	L_vfprintf_me140
;cstdio.c, 584 :: 		exp = -exp;
0x229C	0xF9BD3018  LDRSH	R3, [SP, #24]
0x22A0	0x425B    RSBS	R3, R3, #0
0x22A2	0xF8AD3018  STRH	R3, [SP, #24]
;cstdio.c, 585 :: 		stream( '-' );
0x22A6	0x202D    MOVS	R0, #45
0x22A8	0x9C0A    LDR	R4, [SP, #40]
0x22AA	0x47A0    BLX	R4
;cstdio.c, 586 :: 		} else
0x22AC	0xE002    B	L_vfprintf_me141
L_vfprintf_me140:
;cstdio.c, 587 :: 		stream( '+' );
0x22AE	0x202B    MOVS	R0, #43
0x22B0	0x9C0A    LDR	R4, [SP, #40]
0x22B2	0x47A0    BLX	R4
L_vfprintf_me141:
;cstdio.c, 589 :: 		stream( exp / 10 + '0' );
0x22B4	0xF9BD4018  LDRSH	R4, [SP, #24]
0x22B8	0x230A    MOVS	R3, #10
0x22BA	0xB21B    SXTH	R3, R3
0x22BC	0xFB94F3F3  SDIV	R3, R4, R3
0x22C0	0xB21B    SXTH	R3, R3
0x22C2	0xF2030430  ADDW	R4, R3, #48
0x22C6	0xB2E0    UXTB	R0, R4
0x22C8	0x9C0A    LDR	R4, [SP, #40]
0x22CA	0x47A0    BLX	R4
;cstdio.c, 590 :: 		stream( exp % 10 + '0' );
0x22CC	0xF9BD5018  LDRSH	R5, [SP, #24]
0x22D0	0x240A    MOVS	R4, #10
0x22D2	0xB224    SXTH	R4, R4
0x22D4	0xFB95F3F4  SDIV	R3, R5, R4
0x22D8	0xFB045313  MLS	R3, R4, R3, R5
0x22DC	0xB21B    SXTH	R3, R3
0x22DE	0xF2030430  ADDW	R4, R3, #48
0x22E2	0xB2E0    UXTB	R0, R4
0x22E4	0x9C0A    LDR	R4, [SP, #40]
0x22E6	0x47A0    BLX	R4
;cstdio.c, 592 :: 		if ( ( flag & LEFT ) && width > 0 )
0x22E8	0xF8BD3012  LDRH	R3, [SP, #18]
0x22EC	0xF0030308  AND	R3, R3, #8
0x22F0	0xB29B    UXTH	R3, R3
0x22F2	0xB173    CBZ	R3, L__vfprintf_me340
0x22F4	0xF9BD3010  LDRSH	R3, [SP, #16]
0x22F8	0x2B00    CMP	R3, #0
0x22FA	0xDD0A    BLE	L__vfprintf_me339
L__vfprintf_me313:
;cstdio.c, 593 :: 		do
L_vfprintf_me145:
;cstdio.c, 594 :: 		stream( ' ' );
0x22FC	0x2020    MOVS	R0, #32
0x22FE	0x9C0A    LDR	R4, [SP, #40]
0x2300	0x47A0    BLX	R4
;cstdio.c, 595 :: 		while ( --width );
0x2302	0xF9BD3010  LDRSH	R3, [SP, #16]
0x2306	0x1E5B    SUBS	R3, R3, #1
0x2308	0xB21B    SXTH	R3, R3
0x230A	0xF8AD3010  STRH	R3, [SP, #16]
0x230E	0x2B00    CMP	R3, #0
0x2310	0xD1F4    BNE	L_vfprintf_me145
;cstdio.c, 592 :: 		if ( ( flag & LEFT ) && width > 0 )
L__vfprintf_me340:
L__vfprintf_me339:
;cstdio.c, 596 :: 		continue;
0x2312	0xF7FFBB4D  B	L_vfprintf_me12
;cstdio.c, 597 :: 		}
L_vfprintf_me90:
;cstdio.c, 599 :: 		if ( flag & GFMT ) {
0x2316	0xF8BD3012  LDRH	R3, [SP, #18]
0x231A	0xF4037300  AND	R3, R3, #512
0x231E	0xB29B    UXTH	R3, R3
0x2320	0x2B00    CMP	R3, #0
0x2322	0xD060    BEQ	L_vfprintf_me148
;cstdio.c, 600 :: 		if ( exp < 0 )
0x2324	0xF9BD3018  LDRSH	R3, [SP, #24]
0x2328	0x2B00    CMP	R3, #0
0x232A	0xDA08    BGE	L_vfprintf_me149
;cstdio.c, 601 :: 		prec -= exp - 1;
0x232C	0xF9BD3018  LDRSH	R3, [SP, #24]
0x2330	0x1E5C    SUBS	R4, R3, #1
0x2332	0xB224    SXTH	R4, R4
0x2334	0xF9BD300C  LDRSH	R3, [SP, #12]
0x2338	0x1B1B    SUB	R3, R3, R4
0x233A	0xF8AD300C  STRH	R3, [SP, #12]
L_vfprintf_me149:
;cstdio.c, 602 :: 		val = ( unsigned long )fval;
0x233E	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x2342	0xEEBC0A40  VCVT.U32.F32	S0, S0
0x2346	0xEE103A10  VMOV	R3, S0
0x234A	0x9307    STR	R3, [SP, #28]
;cstdio.c, 603 :: 		for ( c = 1; c != NDDIG; c++ )
0x234C	0x2301    MOVS	R3, #1
0x234E	0xF88D300E  STRB	R3, [SP, #14]
L_vfprintf_me150:
0x2352	0xF89D300E  LDRB	R3, [SP, #14]
0x2356	0x2B0A    CMP	R3, #10
0x2358	0xD00F    BEQ	L_vfprintf_me151
;cstdio.c, 604 :: 		if ( val < fdpowers[ c ] )
0x235A	0xF89D300E  LDRB	R3, [SP, #14]
0x235E	0x009C    LSLS	R4, R3, #2
0x2360	0x4B9C    LDR	R3, [PC, #624]
0x2362	0x191B    ADDS	R3, R3, R4
0x2364	0x681C    LDR	R4, [R3, #0]
0x2366	0x9B07    LDR	R3, [SP, #28]
0x2368	0x42A3    CMP	R3, R4
0x236A	0xD200    BCS	L_vfprintf_me153
;cstdio.c, 605 :: 		break;
0x236C	0xE005    B	L_vfprintf_me151
L_vfprintf_me153:
;cstdio.c, 603 :: 		for ( c = 1; c != NDDIG; c++ )
0x236E	0xF89D300E  LDRB	R3, [SP, #14]
0x2372	0x1C5B    ADDS	R3, R3, #1
0x2374	0xF88D300E  STRB	R3, [SP, #14]
;cstdio.c, 605 :: 		break;
0x2378	0xE7EB    B	L_vfprintf_me150
L_vfprintf_me151:
;cstdio.c, 606 :: 		prec -= c;
0x237A	0xF89D400E  LDRB	R4, [SP, #14]
0x237E	0xF9BD300C  LDRSH	R3, [SP, #12]
0x2382	0x1B1C    SUB	R4, R3, R4
0x2384	0xF8AD400C  STRH	R4, [SP, #12]
;cstdio.c, 607 :: 		val = ( unsigned long )( ( fval - ( float )val ) * scale( prec ) + 0.5 );
0x2388	0xED9D0A07  VLDR.32	S0, [SP, #28]
0x238C	0xEEF80A40  VCVT.F32.U32	S1, S0
0x2390	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x2394	0xEE300A60  VSUB.F32	S0, S0, S1
0x2398	0xED8D0A10  VSTR.32	S0, [SP, #64]
0x239C	0xB260    SXTB	R0, R4
0x239E	0xF7FFF925  BL	cstdio_scale+0
0x23A2	0xEDDD0A10  VLDR.32	S1, [SP, #64]
0x23A6	0xEE600A80  VMUL.F32	S1, S1, S0
0x23AA	0xEEB60A00  VMOV.F32	S0, #0.5
0x23AE	0xEE300A80  VADD.F32	S0, S1, S0
0x23B2	0xEEBC0A40  VCVT.U32.F32	S0, S0
0x23B6	0xEE103A10  VMOV	R3, S0
0x23BA	0x9307    STR	R3, [SP, #28]
;cstdio.c, 608 :: 		while ( prec && val % 10 == 0 ) {
L_vfprintf_me154:
0x23BC	0xF9BD300C  LDRSH	R3, [SP, #12]
0x23C0	0xB18B    CBZ	R3, L__vfprintf_me342
0x23C2	0x9D07    LDR	R5, [SP, #28]
0x23C4	0x240A    MOVS	R4, #10
0x23C6	0xFBB5F3F4  UDIV	R3, R5, R4
0x23CA	0xFB045313  MLS	R3, R4, R3, R5
0x23CE	0xB953    CBNZ	R3, L__vfprintf_me341
L__vfprintf_me312:
;cstdio.c, 609 :: 		val /= 10;
0x23D0	0x9C07    LDR	R4, [SP, #28]
0x23D2	0x230A    MOVS	R3, #10
0x23D4	0xFBB4F3F3  UDIV	R3, R4, R3
0x23D8	0x9307    STR	R3, [SP, #28]
;cstdio.c, 610 :: 		prec--;
0x23DA	0xF9BD300C  LDRSH	R3, [SP, #12]
0x23DE	0x1E5B    SUBS	R3, R3, #1
0x23E0	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 611 :: 		}
0x23E4	0xE7EA    B	L_vfprintf_me154
;cstdio.c, 608 :: 		while ( prec && val % 10 == 0 ) {
L__vfprintf_me342:
L__vfprintf_me341:
;cstdio.c, 612 :: 		}
L_vfprintf_me148:
;cstdio.c, 614 :: 		if ( prec <= NDIG )
0x23E6	0xF9BD300C  LDRSH	R3, [SP, #12]
0x23EA	0x2B0C    CMP	R3, #12
0x23EC	0xDC09    BGT	L_vfprintf_me158
;cstdio.c, 615 :: 		fval += fround( prec );
0x23EE	0xF9BD000C  LDRSH	R0, [SP, #12]
0x23F2	0xF7FFF9C9  BL	cstdio_fround+0
0x23F6	0xEDDD0A05  VLDR.32	S1, [SP, #20]
0x23FA	0xEE300A80  VADD.F32	S0, S1, S0
0x23FE	0xED8D0A05  VSTR.32	S0, [SP, #20]
L_vfprintf_me158:
;cstdio.c, 620 :: 		if ( fval != 0 && ( unsigned long )fval == 0 && exp > 1 ) {
0x2402	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x2406	0xEEB50AC0  VCMPE.F32	S0, #0.0
0x240A	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x240E	0xD039    BEQ	L__vfprintf_me345
0x2410	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x2414	0xEEBC0A40  VCVT.U32.F32	S0, S0
0x2418	0xEE103A10  VMOV	R3, S0
0x241C	0xBB93    CBNZ	R3, L__vfprintf_me344
0x241E	0xF9BD3018  LDRSH	R3, [SP, #24]
0x2422	0x2B01    CMP	R3, #1
0x2424	0xDD2E    BLE	L__vfprintf_me343
L__vfprintf_me311:
;cstdio.c, 625 :: 		if ( fval / scale( exp ) < 4.294967296 )
0x2426	0xF9BD0018  LDRSH	R0, [SP, #24]
0x242A	0xF7FFF8DF  BL	cstdio_scale+0
0x242E	0xEDDD0A05  VLDR.32	S1, [SP, #20]
0x2432	0xEEC00A80  VDIV.F32	S1, S1, S0
0x2436	0x4B68    LDR	R3, [PC, #416]
0x2438	0xEE003A10  VMOV	S0, R3
0x243C	0xEEF40AC0  VCMPE.F32	S1, S0
0x2440	0xEEF1FA10  VMRS	APSR_nzcv, FPSCR
0x2444	0xDA05    BGE	L_vfprintf_me162
;cstdio.c, 626 :: 		exp -= NDDIG - 1;
0x2446	0xF9BD3018  LDRSH	R3, [SP, #24]
0x244A	0x3B09    SUBS	R3, #9
0x244C	0xF8AD3018  STRH	R3, [SP, #24]
0x2450	0xE004    B	L_vfprintf_me163
L_vfprintf_me162:
;cstdio.c, 628 :: 		exp -= NDDIG - 2;
0x2452	0xF9BD3018  LDRSH	R3, [SP, #24]
0x2456	0x3B08    SUBS	R3, #8
0x2458	0xF8AD3018  STRH	R3, [SP, #24]
L_vfprintf_me163:
;cstdio.c, 629 :: 		val = _div_to_l_( fval, scale( exp ) );
0x245C	0xF9BD0018  LDRSH	R0, [SP, #24]
0x2460	0xF7FFF8C4  BL	cstdio_scale+0
0x2464	0xEDDD0A05  VLDR.32	S1, [SP, #20]
0x2468	0xEE800A80  VDIV.F32	S0, S1, S0
0x246C	0xEEBC0A40  VCVT.U32.F32	S0, S0
0x2470	0xEE103A10  VMOV	R3, S0
0x2474	0x9307    STR	R3, [SP, #28]
;cstdio.c, 630 :: 		fval = 0.0;
0x2476	0xF04F0300  MOV	R3, #0
0x247A	0xEE003A10  VMOV	S0, R3
0x247E	0xED8D0A05  VSTR.32	S0, [SP, #20]
;cstdio.c, 631 :: 		} else {
0x2482	0xE014    B	L_vfprintf_me164
;cstdio.c, 620 :: 		if ( fval != 0 && ( unsigned long )fval == 0 && exp > 1 ) {
L__vfprintf_me345:
L__vfprintf_me344:
L__vfprintf_me343:
;cstdio.c, 632 :: 		val = ( unsigned long )fval;
0x2484	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x2488	0xEEBC0A40  VCVT.U32.F32	S0, S0
0x248C	0xEE103A10  VMOV	R3, S0
0x2490	0x9307    STR	R3, [SP, #28]
;cstdio.c, 633 :: 		fval -= ( float )val;
0x2492	0xED9D0A07  VLDR.32	S0, [SP, #28]
0x2496	0xEEF80A40  VCVT.F32.U32	S1, S0
0x249A	0xED9D0A05  VLDR.32	S0, [SP, #20]
0x249E	0xEE300A60  VSUB.F32	S0, S0, S1
0x24A2	0xED8D0A05  VSTR.32	S0, [SP, #20]
;cstdio.c, 634 :: 		exp = 0;
0x24A6	0x2300    MOVS	R3, #0
0x24A8	0xB21B    SXTH	R3, R3
0x24AA	0xF8AD3018  STRH	R3, [SP, #24]
;cstdio.c, 635 :: 		}
L_vfprintf_me164:
;cstdio.c, 637 :: 		for ( c = 1; c != NDDIG; c++ )
0x24AE	0x2301    MOVS	R3, #1
0x24B0	0xF88D300E  STRB	R3, [SP, #14]
L_vfprintf_me165:
0x24B4	0xF89D300E  LDRB	R3, [SP, #14]
0x24B8	0x2B0A    CMP	R3, #10
0x24BA	0xD00F    BEQ	L_vfprintf_me166
;cstdio.c, 638 :: 		if ( val < fdpowers[ c ] )
0x24BC	0xF89D300E  LDRB	R3, [SP, #14]
0x24C0	0x009C    LSLS	R4, R3, #2
0x24C2	0x4B44    LDR	R3, [PC, #272]
0x24C4	0x191B    ADDS	R3, R3, R4
0x24C6	0x681C    LDR	R4, [R3, #0]
0x24C8	0x9B07    LDR	R3, [SP, #28]
0x24CA	0x42A3    CMP	R3, R4
0x24CC	0xD200    BCS	L_vfprintf_me168
;cstdio.c, 639 :: 		break;
0x24CE	0xE005    B	L_vfprintf_me166
L_vfprintf_me168:
;cstdio.c, 637 :: 		for ( c = 1; c != NDDIG; c++ )
0x24D0	0xF89D300E  LDRB	R3, [SP, #14]
0x24D4	0x1C5B    ADDS	R3, R3, #1
0x24D6	0xF88D300E  STRB	R3, [SP, #14]
;cstdio.c, 639 :: 		break;
0x24DA	0xE7EB    B	L_vfprintf_me165
L_vfprintf_me166:
;cstdio.c, 641 :: 		width -= prec + c + exp;
0x24DC	0xF89D400E  LDRB	R4, [SP, #14]
0x24E0	0xF9BD300C  LDRSH	R3, [SP, #12]
0x24E4	0x191C    ADDS	R4, R3, R4
0x24E6	0xB224    SXTH	R4, R4
0x24E8	0xF9BD3018  LDRSH	R3, [SP, #24]
0x24EC	0x18E4    ADDS	R4, R4, R3
0x24EE	0xB224    SXTH	R4, R4
0x24F0	0xF9BD3010  LDRSH	R3, [SP, #16]
0x24F4	0x1B1B    SUB	R3, R3, R4
0x24F6	0xF8AD3010  STRH	R3, [SP, #16]
;cstdio.c, 643 :: 		if ( flag & ALTERN || prec )
0x24FA	0xF8BD3012  LDRH	R3, [SP, #18]
0x24FE	0xF4036300  AND	R3, R3, #2048
0x2502	0xB29B    UXTH	R3, R3
0x2504	0xB91B    CBNZ	R3, L__vfprintf_me347
0x2506	0xF9BD300C  LDRSH	R3, [SP, #12]
0x250A	0xB903    CBNZ	R3, L__vfprintf_me346
0x250C	0xE004    B	L_vfprintf_me171
L__vfprintf_me347:
L__vfprintf_me346:
;cstdio.c, 644 :: 		width--;
0x250E	0xF9BD3010  LDRSH	R3, [SP, #16]
0x2512	0x1E5B    SUBS	R3, R3, #1
0x2514	0xF8AD3010  STRH	R3, [SP, #16]
L_vfprintf_me171:
;cstdio.c, 646 :: 		if ( flag & ( MANSIGN | SPCSIGN ) )
0x2518	0xF8BD3012  LDRH	R3, [SP, #18]
0x251C	0xF0030303  AND	R3, R3, #3
0x2520	0xB29B    UXTH	R3, R3
0x2522	0xB123    CBZ	R3, L_vfprintf_me172
;cstdio.c, 647 :: 		width--;
0x2524	0xF9BD3010  LDRSH	R3, [SP, #16]
0x2528	0x1E5B    SUBS	R3, R3, #1
0x252A	0xF8AD3010  STRH	R3, [SP, #16]
L_vfprintf_me172:
;cstdio.c, 649 :: 		if ( flag & FILL ) {
0x252E	0xF8BD3012  LDRH	R3, [SP, #18]
0x2532	0xF0030304  AND	R3, R3, #4
0x2536	0xB29B    UXTH	R3, R3
0x2538	0x2B00    CMP	R3, #0
0x253A	0xD02E    BEQ	L_vfprintf_me173
;cstdio.c, 650 :: 		if ( flag & MANSIGN )
0x253C	0xF8BD3012  LDRH	R3, [SP, #18]
0x2540	0xF0030302  AND	R3, R3, #2
0x2544	0xB29B    UXTH	R3, R3
0x2546	0xB18B    CBZ	R3, L_vfprintf_me174
;cstdio.c, 651 :: 		stream( flag & SPCSIGN ? '-' : '+' );
0x2548	0xF8BD3012  LDRH	R3, [SP, #18]
0x254C	0xF0030301  AND	R3, R3, #1
0x2550	0xB29B    UXTH	R3, R3
0x2552	0xB11B    CBZ	R3, L_vfprintf_me175
0x2554	0x232D    MOVS	R3, #45
0x2556	0xF88D3006  STRB	R3, [SP, #6]
0x255A	0xE002    B	L_vfprintf_me176
L_vfprintf_me175:
0x255C	0x232B    MOVS	R3, #43
0x255E	0xF88D3006  STRB	R3, [SP, #6]
L_vfprintf_me176:
0x2562	0xF89D0006  LDRB	R0, [SP, #6]
0x2566	0x9C0A    LDR	R4, [SP, #40]
0x2568	0x47A0    BLX	R4
0x256A	0xE008    B	L_vfprintf_me177
L_vfprintf_me174:
;cstdio.c, 652 :: 		else if ( flag & SPCSIGN )
0x256C	0xF8BD3012  LDRH	R3, [SP, #18]
0x2570	0xF0030301  AND	R3, R3, #1
0x2574	0xB29B    UXTH	R3, R3
0x2576	0xB113    CBZ	R3, L_vfprintf_me178
;cstdio.c, 653 :: 		stream( ' ' );
0x2578	0x2020    MOVS	R0, #32
0x257A	0x9C0A    LDR	R4, [SP, #40]
0x257C	0x47A0    BLX	R4
L_vfprintf_me178:
L_vfprintf_me177:
;cstdio.c, 655 :: 		while ( width > 0 ) {
L_vfprintf_me179:
0x257E	0xF9BD3010  LDRSH	R3, [SP, #16]
0x2582	0x2B00    CMP	R3, #0
0x2584	0xDD08    BLE	L_vfprintf_me180
;cstdio.c, 656 :: 		stream( '0' );
0x2586	0x2030    MOVS	R0, #48
0x2588	0x9C0A    LDR	R4, [SP, #40]
0x258A	0x47A0    BLX	R4
;cstdio.c, 657 :: 		width--;
0x258C	0xF9BD3010  LDRSH	R3, [SP, #16]
0x2590	0x1E5B    SUBS	R3, R3, #1
0x2592	0xF8AD3010  STRH	R3, [SP, #16]
;cstdio.c, 658 :: 		}
0x2596	0xE7F2    B	L_vfprintf_me179
L_vfprintf_me180:
;cstdio.c, 659 :: 		} else {
0x2598	0xE039    B	L_vfprintf_me181
L_vfprintf_me173:
;cstdio.c, 660 :: 		if ( !( flag & LEFT ) )
0x259A	0xF8BD3012  LDRH	R3, [SP, #18]
0x259E	0xF0030308  AND	R3, R3, #8
0x25A2	0xB29B    UXTH	R3, R3
0x25A4	0xB963    CBNZ	R3, L_vfprintf_me182
;cstdio.c, 661 :: 		while ( width > 0 ) {
L_vfprintf_me183:
0x25A6	0xF9BD3010  LDRSH	R3, [SP, #16]
0x25AA	0x2B00    CMP	R3, #0
0x25AC	0xDD08    BLE	L_vfprintf_me184
;cstdio.c, 662 :: 		stream( ' ' );
0x25AE	0x2020    MOVS	R0, #32
0x25B0	0x9C0A    LDR	R4, [SP, #40]
0x25B2	0x47A0    BLX	R4
;cstdio.c, 663 :: 		width--;
0x25B4	0xF9BD3010  LDRSH	R3, [SP, #16]
0x25B8	0x1E5B    SUBS	R3, R3, #1
0x25BA	0xF8AD3010  STRH	R3, [SP, #16]
;cstdio.c, 664 :: 		}
0x25BE	0xE7F2    B	L_vfprintf_me183
L_vfprintf_me184:
L_vfprintf_me182:
;cstdio.c, 666 :: 		if ( flag & MANSIGN )
0x25C0	0xF8BD3012  LDRH	R3, [SP, #18]
0x25C4	0xF0030302  AND	R3, R3, #2
0x25C8	0xB29B    UXTH	R3, R3
0x25CA	0xB1BB    CBZ	R3, L_vfprintf_me185
;cstdio.c, 667 :: 		stream( flag & SPCSIGN ? '-' : '+' );
0x25CC	0xF8BD3012  LDRH	R3, [SP, #18]
0x25D0	0xF000B804  B	#8
0x25D4	0x63A00000  	cstdio_dpowers+0
0x25D8	0x705F4089  	#1082749023
0x25DC	0xF0030301  AND	R3, R3, #1
0x25E0	0xB29B    UXTH	R3, R3
0x25E2	0xB11B    CBZ	R3, L_vfprintf_me186
0x25E4	0x232D    MOVS	R3, #45
0x25E6	0xF88D3007  STRB	R3, [SP, #7]
0x25EA	0xE002    B	L_vfprintf_me187
L_vfprintf_me186:
0x25EC	0x232B    MOVS	R3, #43
0x25EE	0xF88D3007  STRB	R3, [SP, #7]
L_vfprintf_me187:
0x25F2	0xF89D0007  LDRB	R0, [SP, #7]
0x25F6	0x9C0A    LDR	R4, [SP, #40]
0x25F8	0x47A0    BLX	R4
0x25FA	0xE008    B	L_vfprintf_me188
L_vfprintf_me185:
;cstdio.c, 668 :: 		else if ( flag & SPCSIGN )
0x25FC	0xF8BD3012  LDRH	R3, [SP, #18]
0x2600	0xF0030301  AND	R3, R3, #1
0x2604	0xB29B    UXTH	R3, R3
0x2606	0xB113    CBZ	R3, L_vfprintf_me189
;cstdio.c, 669 :: 		stream( ' ' );
0x2608	0x2020    MOVS	R0, #32
0x260A	0x9C0A    LDR	R4, [SP, #40]
0x260C	0x47A0    BLX	R4
L_vfprintf_me189:
L_vfprintf_me188:
;cstdio.c, 670 :: 		}
L_vfprintf_me181:
;cstdio.c, 672 :: 		while ( c-- )
L_vfprintf_me190:
0x260E	0xF89D400E  LDRB	R4, [SP, #14]
0x2612	0xF89D300E  LDRB	R3, [SP, #14]
0x2616	0x1E5B    SUBS	R3, R3, #1
0x2618	0xF88D300E  STRB	R3, [SP, #14]
0x261C	0xB19C    CBZ	R4, L_vfprintf_me191
;cstdio.c, 673 :: 		stream( '0' + ( val / fdpowers[ c ] ) % 10 );
0x261E	0xF89D300E  LDRB	R3, [SP, #14]
0x2622	0x009C    LSLS	R4, R3, #2
0x2624	0x4BF8    LDR	R3, [PC, #992]
0x2626	0x191B    ADDS	R3, R3, R4
0x2628	0x681C    LDR	R4, [R3, #0]
0x262A	0x9B07    LDR	R3, [SP, #28]
0x262C	0xFBB3F5F4  UDIV	R5, R3, R4
0x2630	0x240A    MOVS	R4, #10
0x2632	0xFBB5F3F4  UDIV	R3, R5, R4
0x2636	0xFB045313  MLS	R3, R4, R3, R5
0x263A	0xF2030430  ADDW	R4, R3, #48
0x263E	0xB2E0    UXTB	R0, R4
0x2640	0x9C0A    LDR	R4, [SP, #40]
0x2642	0x47A0    BLX	R4
0x2644	0xE7E3    B	L_vfprintf_me190
L_vfprintf_me191:
;cstdio.c, 675 :: 		while ( exp > 0 ) {
L_vfprintf_me192:
0x2646	0xF9BD3018  LDRSH	R3, [SP, #24]
0x264A	0x2B00    CMP	R3, #0
0x264C	0xDD08    BLE	L_vfprintf_me193
;cstdio.c, 676 :: 		stream( '0' );
0x264E	0x2030    MOVS	R0, #48
0x2650	0x9C0A    LDR	R4, [SP, #40]
0x2652	0x47A0    BLX	R4
;cstdio.c, 677 :: 		exp--;
0x2654	0xF9BD3018  LDRSH	R3, [SP, #24]
0x2658	0x1E5B    SUBS	R3, R3, #1
0x265A	0xF8AD3018  STRH	R3, [SP, #24]
;cstdio.c, 678 :: 		}
0x265E	0xE7F2    B	L_vfprintf_me192
L_vfprintf_me193:
;cstdio.c, 680 :: 		if ( prec > ( int )( NDDIG - 2 ) )
0x2660	0xF9BD300C  LDRSH	R3, [SP, #12]
0x2664	0x2B08    CMP	R3, #8
0x2666	0xDD03    BLE	L_vfprintf_me194
;cstdio.c, 681 :: 		c = NDDIG - 2;
0x2668	0x2308    MOVS	R3, #8
0x266A	0xF88D300E  STRB	R3, [SP, #14]
0x266E	0xE003    B	L_vfprintf_me195
L_vfprintf_me194:
;cstdio.c, 683 :: 		c = prec;
0x2670	0xF9BD300C  LDRSH	R3, [SP, #12]
0x2674	0xF88D300E  STRB	R3, [SP, #14]
L_vfprintf_me195:
;cstdio.c, 685 :: 		prec -= c;
0x2678	0xF89D400E  LDRB	R4, [SP, #14]
0x267C	0xF9BD300C  LDRSH	R3, [SP, #12]
0x2680	0x1B1B    SUB	R3, R3, R4
0x2682	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 686 :: 		if ( c || flag & ALTERN )
0x2686	0xF89D300E  LDRB	R3, [SP, #14]
0x268A	0xB933    CBNZ	R3, L__vfprintf_me349
0x268C	0xF8BD3012  LDRH	R3, [SP, #18]
0x2690	0xF4036300  AND	R3, R3, #2048
0x2694	0xB29B    UXTH	R3, R3
0x2696	0xB903    CBNZ	R3, L__vfprintf_me348
0x2698	0xE002    B	L_vfprintf_me198
L__vfprintf_me349:
L__vfprintf_me348:
;cstdio.c, 687 :: 		stream( '.' );
0x269A	0x202E    MOVS	R0, #46
0x269C	0x9C0A    LDR	R4, [SP, #40]
0x269E	0x47A0    BLX	R4
L_vfprintf_me198:
;cstdio.c, 689 :: 		val = ( long )( fval * scale( c ) );
0x26A0	0xF89D000E  LDRB	R0, [SP, #14]
0x26A4	0xF7FEFFA2  BL	cstdio_scale+0
0x26A8	0xEDDD0A05  VLDR.32	S1, [SP, #20]
0x26AC	0xEE200A80  VMUL.F32	S0, S1, S0
0x26B0	0xEEBD0A40  VCVT.S32.F32	S0, S0
0x26B4	0xEE103A10  VMOV	R3, S0
0x26B8	0x9307    STR	R3, [SP, #28]
;cstdio.c, 690 :: 		while ( c )
L_vfprintf_me199:
0x26BA	0xF89D300E  LDRB	R3, [SP, #14]
0x26BE	0xB1BB    CBZ	R3, L_vfprintf_me200
;cstdio.c, 691 :: 		stream( '0' + ( val / fdpowers[ --c ] ) % 10 );
0x26C0	0xF89D300E  LDRB	R3, [SP, #14]
0x26C4	0x1E5B    SUBS	R3, R3, #1
0x26C6	0xB2DB    UXTB	R3, R3
0x26C8	0xF88D300E  STRB	R3, [SP, #14]
0x26CC	0x009C    LSLS	R4, R3, #2
0x26CE	0x4BCE    LDR	R3, [PC, #824]
0x26D0	0x191B    ADDS	R3, R3, R4
0x26D2	0x681C    LDR	R4, [R3, #0]
0x26D4	0x9B07    LDR	R3, [SP, #28]
0x26D6	0xFBB3F5F4  UDIV	R5, R3, R4
0x26DA	0x240A    MOVS	R4, #10
0x26DC	0xFBB5F3F4  UDIV	R3, R5, R4
0x26E0	0xFB045313  MLS	R3, R4, R3, R5
0x26E4	0xF2030430  ADDW	R4, R3, #48
0x26E8	0xB2E0    UXTB	R0, R4
0x26EA	0x9C0A    LDR	R4, [SP, #40]
0x26EC	0x47A0    BLX	R4
0x26EE	0xE7E4    B	L_vfprintf_me199
L_vfprintf_me200:
;cstdio.c, 693 :: 		while ( prec ) {
L_vfprintf_me201:
0x26F0	0xF9BD300C  LDRSH	R3, [SP, #12]
0x26F4	0xB143    CBZ	R3, L_vfprintf_me202
;cstdio.c, 694 :: 		stream( '0' );
0x26F6	0x2030    MOVS	R0, #48
0x26F8	0x9C0A    LDR	R4, [SP, #40]
0x26FA	0x47A0    BLX	R4
;cstdio.c, 695 :: 		prec--;
0x26FC	0xF9BD300C  LDRSH	R3, [SP, #12]
0x2700	0x1E5B    SUBS	R3, R3, #1
0x2702	0xF8AD300C  STRH	R3, [SP, #12]
;cstdio.c, 696 :: 		}
